1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC00203	nrdR-ribDE-nusB-thiL-pgpA	RDBECOLIOPC02538	nrdR-ribDE-nusB-thiL-pgpA	RDBECOLIGNC00695,RDBECOLIGNC03119,RDBECOLIGNC00658,RDBECOLIGNC01292,RDBECOLIGNC01291,RDBECOLIGNC01290	pgpA;thiL;nusB;ribE;ribD;nrdR	RDBECOLIPMC03109	nrdRp	432977		sigma70			b0418;b0417;b0416;b0415;b0414;b0413	433002	437107		Ecocyc:TU0-12921 
RDBECOLITUC00204	panE-yajL	RDBECOLIOPC00933	panE-yajL	RDBECOLIGNC03123,RDBECOLIGNC02950	panE;yajL								b0425;b0424	444515	443051		Ecocyc:TU0-12924 
RDBECOLITUC00205	yajR	RDBECOLIOPC00143	yajR	RDBECOLIGNC03125	yajR	RDBECOLIPMC03295	yajRp	446687					b0427	446666	445302		Ecocyc:TU0-12925 
RDBECOLITUC00206	ampG	RDBECOLIOPC01567	yajG-ampG	RDBECOLIGNC02071	ampG								b0433	453545	452070		Ecocyc:TU0-12926 
RDBECOLITUC00207	yajG	RDBECOLIOPC01567	yajG-ampG	RDBECOLIGNC02070	yajG	RDBECOLIPMC02522	yajGp	454210	RDBECOLITMC00151	sigma70			b0434	454167	453589	453557-453576	Ecocyc:TU0-12927 
RDBECOLITUC00208	tig	RDBECOLIOPC02843	tig	RDBECOLIGNC00991	tig	RDBECOLIPMC03296	tigp1	454993					b0436	455133	456431		Ecocyc:TU0-12928 
RDBECOLITUC00209	ybaV	RDBECOLIOPC01234	ybaV	RDBECOLIGNC03127	ybaV								b0442	463937	464308		Ecocyc:TU0-12931 
RDBECOLITUC00210	fadM	RDBECOLIOPC00363	fadM	RDBECOLIGNC03128	fadM	RDBECOLIPMC00767	fadMp1	464360		sigma24	RDBECOLITFC00126	FadR	b0443	464402	464800		Ecocyc:TU0-12932 
RDBECOLITUC00211	queC	RDBECOLIOPC01973	queC	RDBECOLIGNC03129	queC								b0444	465547	464852		Ecocyc:TU0-12933 
RDBECOLITUC00212	ybaE	RDBECOLIOPC00971	ybaE	RDBECOLIGNC02426	ybaE								b0445	467312	465612		Ecocyc:TU0-12934 
RDBECOLITUC00213	cof	RDBECOLIOPC00092	cof	RDBECOLIGNC03130	cof								b0446	467412	468230		Ecocyc:TU0-12935 
RDBECOLITUC00214	decR	RDBECOLIOPC01618	decR	RDBECOLIGNC03131	decR	RDBECOLIPMC00226	decRp	468352		sigma70	RDBECOLITFC00201,RDBECOLITFC00074	SoxS,MarA	b0447	468383	468841		Ecocyc:TU0-12936 
RDBECOLITUC00215	mdlAB	RDBECOLIOPC00681	mdlAB	RDBECOLIGNC01568,RDBECOLIGNC03132	mdlB;mdlA								b0449;b0448	468871	472417		Ecocyc:TU0-12937 
RDBECOLITUC00216	ffs	RDBECOLIOPC02309	ffs	RDBECOLIGNC02464	ffs								b0455	476448	476561		Ecocyc:TU0-12938 
RDBECOLITUC00217	ybaA	RDBECOLIOPC01275	ybaA	RDBECOLIGNC01086	ybaA								b0456	476672	477025		Ecocyc:TU0-12939 
RDBECOLITUC00218	pdeB	RDBECOLIOPC00402	pdeB	RDBECOLIGNC03135	pdeB								b0457	478617	477067		Ecocyc:TU0-12940 
RDBECOLITUC00219	ylaC	RDBECOLIOPC01909	ylaC	RDBECOLIGNC03136	ylaC	RDBECOLIPMC03299	ylaCp	479288					b0458	479251	478781		Ecocyc:TU0-12941 
RDBECOLITUC00220	maa	RDBECOLIOPC00923	maa	RDBECOLIGNC02975	maa								b0459	479918	479367		Ecocyc:TU0-12942 
RDBECOLITUC00221	tomB-hha	RDBECOLIOPC00131	tomB-hha	RDBECOLIGNC02280,RDBECOLIGNC00432	tomB;hha	RDBECOLIPMC03024	tomBp	480794		sigma70	RDBECOLITFC00196,RDBECOLITFC00170,RDBECOLITFC00158	BasR,CpxR,PdhR	b0461;b0460	480708	480090		Ecocyc:TU0-12943 
RDBECOLITUC00222	mscK	RDBECOLIOPC01550	mscK	RDBECOLIGNC03137	mscK	RDBECOLIPMC03301	mscKp	486492					b0465	486536	489898		Ecocyc:TU0-12944 
RDBECOLITUC00223	priC-ybaM	RDBECOLIOPC00628	priC-ybaM	RDBECOLIGNC00755,RDBECOLIGNC02385	priC;ybaM								b0467;b0466	490812	490110		Ecocyc:TU0-12945 
RDBECOLITUC00224	ybaN	RDBECOLIOPC02369	ybaN	RDBECOLIGNC02391	ybaN						RDBECOLITFC00080	GlaR	b0468	490882	491259		Ecocyc:TU0-12946 
RDBECOLITUC00225	apt	RDBECOLIOPC01221	apt	RDBECOLIGNC00047	apt	RDBECOLIPMC03094	aptp	491310		sigma70			b0469	491412	491963		Ecocyc:TU0-12947 
RDBECOLITUC00226	dnaX	RDBECOLIOPC00352	dnaX	RDBECOLIGNC00239	dnaX	RDBECOLIPMC03048	dnaXp	492056					b0470	492092	494023		Ecocyc:TU0-12948 
RDBECOLITUC00227	hemH	RDBECOLIOPC01956	hemH	RDBECOLIGNC00424	hemH	RDBECOLIPMC03012	hemHp	498031		sigma70	RDBECOLITFC00216,RDBECOLITFC00216	OxyR,OxyR	b0475	498055	499017		Ecocyc:TU0-12951 
RDBECOLITUC00228	ybaL	RDBECOLIOPC00959	ybaL	RDBECOLIGNC02330	ybaL	RDBECOLIPMC03302	ybaLp	503295					b0478	503238	501562		Ecocyc:TU0-12952 
RDBECOLITUC00229	fsr	RDBECOLIOPC00082	fsr	RDBECOLIGNC03138	fsr								b0479	504696	503476		Ecocyc:TU0-12953 
RDBECOLITUC00230	cueR	RDBECOLIOPC01602	cueR	RDBECOLIGNC03144	cueR								b0487	513993	514400		Ecocyc:TU0-12955 
RDBECOLITUC00231	qmcA-ybbJ	RDBECOLIOPC00668	qmcA-ybbJ	RDBECOLIGNC03146,RDBECOLIGNC03145	qmcA;ybbJ	RDBECOLIPMC00537	qmcAp	515823					b0489;b0488	515773	514401		Ecocyc:TU0-12956 
RDBECOLITUC00232	fetAB	RDBECOLIOPC02292	fetAB	RDBECOLIGNC03148,RDBECOLIGNC03147	fetB;fetA	RDBECOLIPMC00538	fetAp	515903					b0491;b0490	515919	517362		Ecocyc:TU0-12957 
RDBECOLITUC00233	ybbAP	RDBECOLIOPC01262	ybbAP	RDBECOLIGNC03151,RDBECOLIGNC01598	ybbP;ybbA								b0496;b0495	519733	522830		Ecocyc:TU0-12959 
RDBECOLITUC00234	rhsD-ybbC-ylbH-ybbD	RDBECOLIOPC00388	rhsD-ybbC-ylbH-ybbD	RDBECOLIGNC01704,RDBECOLIGNC03152,RDBECOLIGNC01703,RDBECOLIGNC00839	ybbD;ylbH;ybbC;rhsD								b0501;b0499;b0498;b0497	523261	529130		Ecocyc:TU0-12960 
RDBECOLITUC00235	ylbG	RDBECOLIOPC01895	ylbG	RDBECOLIGNC03153	ylbG								b0502	530016	529645		Ecocyc:TU0-12961 
RDBECOLITUC00236	fdrA-ylbEF-ybcF	RDBECOLIOPC00910	fdrA-ylbEF-ybcF	RDBECOLIGNC02244,RDBECOLIGNC03168,RDBECOLIGNC03167,RDBECOLIGNC03166	ybcF;ylbF;ylbE;fdrA								b0521;b0520;b4572;b0518	546680	551332		Ecocyc:TU0-12962 
RDBECOLITUC00237	ppiB-lpxH	RDBECOLIOPC00119	ppiB-lpxH	RDBECOLIGNC00748,RDBECOLIGNC02347	ppiB;lpxH								b0525;b0524	554437	553218		Ecocyc:TU0-12963 
RDBECOLITUC00238	ybcI	RDBECOLIOPC01536	ybcI	RDBECOLIGNC02361	ybcI								b0527	556553	556032		Ecocyc:TU0-12964 
RDBECOLITUC00239	folD-ybcJ	RDBECOLIOPC00614	folD-ybcJ	RDBECOLIGNC00322,RDBECOLIGNC02413	folD;ybcJ	RDBECOLIPMC03304	folDp	557781					b0529;b0528	557741	556661		Ecocyc:TU0-12965 
RDBECOLITUC00240	sfmA	RDBECOLIOPC03415	sfmAC	RDBECOLIGNC03169	sfmA								b0530	558212	558754		Ecocyc:TU0-12966 
RDBECOLITUC00241	sfmCD	RDBECOLIOPC03415	sfmAC	RDBECOLIGNC03171,RDBECOLIGNC03170	sfmD;sfmC								b0532;b0531	558974	562300		Ecocyc:TU0-12967 
RDBECOLITUC00242	sfmHF	RDBECOLIOPC00340	sfmHF	RDBECOLIGNC02248,RDBECOLIGNC03172	sfmF;sfmH								b0534;b0533	562336	563845		Ecocyc:TU0-12968 
RDBECOLITUC00243	exoD	RDBECOLIOPC01939	exoD	RDBECOLIGNC03174	exoD								b0539	566361	566098		Ecocyc:TU0-12969 
RDBECOLITUC00244	peaD	RDBECOLIOPC00947	peaD	RDBECOLIGNC02634	peaD								b4508	566376	566687		Ecocyc:TU0-12970 
RDBECOLITUC00245	insE3EF3F3	RDBECOLIOPC00070	insE3EF3F3	RDBECOLIGNC03176,RDBECOLIGNC03175,RDBECOLIGNC02619	insF3;insE3;insEF3								b0541;b0540	566842	568004		Ecocyc:TU0-12971 
RDBECOLITUC00246	ybcK	RDBECOLIOPC01585	ybcK	RDBECOLIGNC03178	ybcK						RDBECOLITFC00135	Nac	b0544	568902	570428		Ecocyc:TU0-12973 
RDBECOLITUC00247	ybcLM	RDBECOLIOPC00655	ybcLM	RDBECOLIGNC03180,RDBECOLIGNC03179	ybcM;ybcL								b0546;b0545	570893	572251		Ecocyc:TU0-12974 
RDBECOLITUC00248	ybcN-ninE-ybcO-rusA-ylcG	RDBECOLIOPC02272	ybcN-ninE-ybcO-rusA-ylcG	RDBECOLIGNC02575,RDBECOLIGNC03184,RDBECOLIGNC03183,RDBECOLIGNC03182,RDBECOLIGNC03181	ylcG;rusA;ybcO;ninE;ybcN								b4509;b0550;b0549;b0548;b0547	572466	573870		Ecocyc:TU0-12975 
RDBECOLITUC00249	ybcQ	RDBECOLIOPC01251	ybcQ	RDBECOLIGNC03185	quuD								b0551	573956	574339		Ecocyc:TU0-12976 
RDBECOLITUC00250	rzoD	RDBECOLIOPC00378	rzoD	RDBECOLIGNC02576	rzoD								b4510	578327	578509		Ecocyc:TU0-12978 
RDBECOLITUC00251	ybcV	RDBECOLIOPC01876	ybcV	RDBECOLIGNC03191	ybcV								b0558	579594	579184		Ecocyc:TU0-12979 
RDBECOLITUC00252	ybcW	RDBECOLIOPC00895	ybcW	RDBECOLIGNC03192	ybcW								b0559	579880	580086		Ecocyc:TU0-12980 
RDBECOLITUC00253	nohD	RDBECOLIOPC00105	nohD	RDBECOLIGNC01580	nohD								b0560	580834	581379		Ecocyc:TU0-12981 
RDBECOLITUC00254	tfaD	RDBECOLIOPC01521	tfaD	RDBECOLIGNC03193	tfaD								b0561	581534	582097		Ecocyc:TU0-12982 
RDBECOLITUC00255	tfaX	RDBECOLIOPC00600	tfaX	RDBECOLIGNC03195	tfaX								b0563	582875	583060		Ecocyc:TU0-12983 
RDBECOLITUC00256	ybdG	RDBECOLIOPC02330	ybdG	RDBECOLIGNC03201	ybdG								b0577	604663	603416		Ecocyc:TU0-12985 
RDBECOLITUC00257	ybdF	RDBECOLIOPC01198	ybdF	RDBECOLIGNC03202	ybdF								b0579	605886	605518		Ecocyc:TU0-12987 
RDBECOLITUC00258	ybdJ	RDBECOLIOPC00328	ybdJ	RDBECOLIGNC03203	ybdJ								b0580	606199	605951		Ecocyc:TU0-12988 
RDBECOLITUC00259	ybdK	RDBECOLIOPC01923	ybdK	RDBECOLIGNC03204	ybdK						RDBECOLITFC00135	Nac	b0581	607383	606265		Ecocyc:TU0-12989 
RDBECOLITUC00260	insL2	RDBECOLIOPC00935	insL2	RDBECOLIGNC03205	insL2								b0582	608065	609177		Ecocyc:TU0-12990 
RDBECOLITUC00261	ybdD	RDBECOLIOPC00060	ybdD	RDBECOLIGNC02578	ybdD								b4512	632182	632379		Ecocyc:TU0-12991 
RDBECOLITUC00262	ybdM	RDBECOLIOPC03270	citR-ybdNM	RDBECOLIGNC03207	ybdM								b0601	635376	634747		Ecocyc:TU0-12992 
RDBECOLITUC00263	ybdN	RDBECOLIOPC03270	citR-ybdNM	RDBECOLIGNC03208	ybdN	RDBECOLIPMC00286	ybdNp	636686		sigma70	RDBECOLITFC00098,RDBECOLITFC00128,RDBECOLITFC00128,RDBECOLITFC00152	ArcA,FNR,FNR,CysB	b0602	636569	635349		Ecocyc:TU0-12993 
RDBECOLITUC00264	ybdO	RDBECOLIOPC03270	citR-ybdNM	RDBECOLIGNC03209	citR								b0603	637618	636716		Ecocyc:TU0-12994 
RDBECOLITUC00265	None	RDBECOLIOPC01235	dsbG	RDBECOLIGNC03210	dsbG	RDBECOLIPMC00300	dsbGp	638800			RDBECOLITFC00216,RDBECOLITFC00216	OxyR,OxyR	b0604	638573	637827		Ecocyc:TU0-12995 
RDBECOLITUC00266	rnk	RDBECOLIOPC00365	rnk	RDBECOLIGNC03214	rnk								b0610	643967	643557		Ecocyc:TU0-12996 
RDBECOLITUC00267	rna	RDBECOLIOPC01865	rna	RDBECOLIGNC00846	rna	RDBECOLIPMC03307	rnap	645034					b0611	645003	644197		Ecocyc:TU0-12997 
RDBECOLITUC00268	citT	RDBECOLIOPC00880	citT	RDBECOLIGNC03215	citT								b0612	646580	645117		Ecocyc:TU0-12998 
RDBECOLITUC00269	citCDEFXG	RDBECOLIOPC03308	citCDEFXG	RDBECOLIGNC03221,RDBECOLIGNC03220,RDBECOLIGNC03219,RDBECOLIGNC03218,RDBECOLIGNC03217,RDBECOLIGNC03216	citC;citD;citE;citF;citX;citG	RDBECOLIPMC03268	citCp1	651952			RDBECOLITFC00098,RDBECOLITFC00173,RDBECOLITFC00173,RDBECOLITFC00173	ArcA,DpiA,DpiA,DpiA	b0618;b0617;b0616;b0615;b0614;b0613	651856	646631		Ecocyc:TU0-12999 
RDBECOLITUC00270	dpiBA	RDBECOLIOPC03484	dpiBA	RDBECOLIGNC03223,RDBECOLIGNC03222	dpiA;dpiB	RDBECOLIPMC00292	dpiBp1	651984			RDBECOLITFC00173,RDBECOLITFC00098,RDBECOLITFC00009,RDBECOLITFC00189,RDBECOLITFC00128,RDBECOLITFC00173,RDBECOLITFC00173	DpiA,ArcA,NarL,CRP,FNR,DpiA,DpiA	b0620;b0619	652235	654542		Ecocyc:TU0-13000 
RDBECOLITUC00271	cspE	RDBECOLIOPC01614	cspE	RDBECOLIGNC02067	cspE	RDBECOLIPMC03266	cspEp2	657250		sigma70	RDBECOLITFC00189	CRP	b0623	657292	657501		Ecocyc:TU0-13001 
RDBECOLITUC00272	ybeM	RDBECOLIOPC02312	ybeM	RDBECOLIGNC02090	ybeM								b4581	658031	658818		Ecocyc:TU0-13002 
RDBECOLITUC00273	tatE	RDBECOLIOPC01182	tatE	RDBECOLIGNC01277	tatE								b0627	658947	659150		Ecocyc:TU0-13003 
RDBECOLITUC00274	lipA	RDBECOLIOPC00317	lipA	RDBECOLIGNC01278	lipA	RDBECOLIPMC03308	lipAp	660301					b0628	660216	659251		Ecocyc:TU0-13004 
RDBECOLITUC00275	ybeF	RDBECOLIOPC01908	ybeF	RDBECOLIGNC01541	ybeF								b0629	661378	660425		Ecocyc:TU0-13005 
RDBECOLITUC00276	lipB	RDBECOLIOPC02763	ybeD-lipB	RDBECOLIGNC01539	lipB								b0630	662278	661637		Ecocyc:TU0-13006 
RDBECOLITUC00277	ybeD	RDBECOLIOPC02763	ybeD-lipB	RDBECOLIGNC01540	ybeD								b0631	662642	662379		Ecocyc:TU0-13007 
RDBECOLITUC00278	dacA	RDBECOLIOPC01552	dacA	RDBECOLIGNC00195	dacA								b0632	663963	662752		Ecocyc:TU0-13008 
RDBECOLITUC00279	rsfS-rlmH-mrdAB-rlpA	RDBECOLIOPC00631	rsfS-rlmH-mrdAB-rlpA	RDBECOLIGNC01229,RDBECOLIGNC01228,RDBECOLIGNC00598,RDBECOLIGNC00599,RDBECOLIGNC00844	rsfS;rlmH;mrdA;mrdB;rlpA	RDBECOLIPMC03309	rsfSp	669072					b0637;b0636;b0635;b0634;b0633	669036	664102		Ecocyc:TU0-13009 
RDBECOLITUC00280	leuS-lptE-holA-nadD-cobC	RDBECOLIOPC02236	leuS-lptE-holA-nadD-cobC	RDBECOLIGNC00524,RDBECOLIGNC00845,RDBECOLIGNC01377,RDBECOLIGNC03226,RDBECOLIGNC03225	leuS;lptE;holA;nadD;cobC								b0642;b0641;b0640;b0639;b0638	674783	669296		Ecocyc:TU0-13010 
RDBECOLITUC00281	ybeR-djlB	RDBECOLIOPC01222	ybeR-djlB	RDBECOLIGNC03229,RDBECOLIGNC03228	djlB;ybeR								b0646;b0645	676711	678842		Ecocyc:TU0-13011 
RDBECOLITUC00282	ybeU-djlC	RDBECOLIOPC00354	ybeU-djlC	RDBECOLIGNC03232,RDBECOLIGNC03231	djlC;ybeU								b0649;b0648	679508	681663		Ecocyc:TU0-13012 
RDBECOLITUC00283	hscC	RDBECOLIOPC01847	hscC	RDBECOLIGNC03233	hscC								b0650	683393	681723		Ecocyc:TU0-13013 
RDBECOLITUC00284	rihA	RDBECOLIOPC00866	rihA	RDBECOLIGNC03234	rihA						RDBECOLITFC00189	CRP	b0651	684412	683477		Ecocyc:TU0-13014 
RDBECOLITUC00285	insH3	RDBECOLIOPC00084	insH3	RDBECOLIGNC03236	insH3								b0656	688977	687997		Ecocyc:TU0-13015 
RDBECOLITUC00286	ybeX-lnt	RDBECOLIOPC03165	ybeZYX-lnt	RDBECOLIGNC03237,RDBECOLIGNC00164	ybeX;lnt								b0658;b0657	691784	689343		Ecocyc:TU0-13016 
RDBECOLITUC00287	ybeZY	RDBECOLIOPC03165	ybeZYX-lnt	RDBECOLIGNC03239,RDBECOLIGNC03238	ybeZ;ybeY								b0660;b0659	693378	691874		Ecocyc:TU0-13017 
RDBECOLITUC00288	miaB	RDBECOLIOPC02295	miaB	RDBECOLIGNC03240	miaB								b0661	694955	693531		Ecocyc:TU0-13018 
RDBECOLITUC00289	chiZPQ	RDBECOLIOPC02609	chiZPQ	RDBECOLIGNC02857,RDBECOLIGNC03243,RDBECOLIGNC03242	chiZ;chiQ;chiP	RDBECOLIPMC00294	chiZp	708236			RDBECOLITFC00027,RDBECOLITFC00027,RDBECOLITFC00189	NagC,NagC,CRP	b4808;b0682;b0681	708236	710116		Ecocyc:TU0-13021 
RDBECOLITUC00290	chiQ	RDBECOLIOPC02609	chiZPQ	RDBECOLIGNC03243	chiQ								b0682	709790	710116		Ecocyc:TU0-13022 
RDBECOLITUC00291	ybfF	RDBECOLIOPC01894	ybfF	RDBECOLIGNC01708	ybfF								b0686	712802	712038		Ecocyc:TU0-13023 
RDBECOLITUC00292	ybfP	RDBECOLIOPC00913	ybfP	RDBECOLIGNC03244	ybfP								b0689	715412	715906		Ecocyc:TU0-13024 
RDBECOLITUC00293	ybfA	RDBECOLIOPC00042	ybfA	RDBECOLIGNC01474	ybfA								b0699	729134	729340		Ecocyc:TU0-13025 
RDBECOLITUC00294	rhsC-ybfB	RDBECOLIOPC01538	rhsC-ybfB	RDBECOLIGNC01475,RDBECOLIGNC00838	ybfB;rhsC								b0702;b0700	729583	734102		Ecocyc:TU0-13026 
RDBECOLITUC00295	ybfOC	RDBECOLIOPC00618	ybfOC	RDBECOLIGNC01476,RDBECOLIGNC03245	ybfC;ybfO								b0704;b0703	734220	736219		Ecocyc:TU0-13027 
RDBECOLITUC00296	ybfQ	RDBECOLIOPC02218	ybfQ	RDBECOLIGNC02580	ybfQ								b4514	736445	736699		Ecocyc:TU0-13028 
RDBECOLITUC00297	ybfL	RDBECOLIOPC01211	ybfL	RDBECOLIGNC03246	ybfL								b0705	736900	737961		Ecocyc:TU0-13029 
RDBECOLITUC00298	ybfD	RDBECOLIOPC00342	ybfD	RDBECOLIGNC01477	ybfD								b0706	738092	738853		Ecocyc:TU0-13030 
RDBECOLITUC00299	abrB	RDBECOLIOPC01833	abrB	RDBECOLIGNC03253	abrB								b0715	747769	746723		Ecocyc:TU0-13031 
RDBECOLITUC00300	ybgQPOD	RDBECOLIOPC03565	ybgQPOD	RDBECOLIGNC02222,RDBECOLIGNC03256,RDBECOLIGNC03255,RDBECOLIGNC03254	ybgD;ybgQ;ybgP;ybgO								b0719;b0718;b0717;b0716	752795	747921		Ecocyc:TU0-13032 
RDBECOLITUC00301	ybgD	RDBECOLIOPC03565	ybgQPOD	RDBECOLIGNC02222	ybgD								b0719	752795	752229		Ecocyc:TU0-13033 
RDBECOLITUC00302	valZ-lysY	RDBECOLIOPC01473	valZ-lysY	RDBECOLIGNC03259,RDBECOLIGNC03258	lysY;valZ								b0747;b0746	781068	781222		Ecocyc:TU0-13034 
RDBECOLITUC00303	lysZ	RDBECOLIOPC00560	lysZ	RDBECOLIGNC03260	lysZ								b0748	781369	781444		Ecocyc:TU0-13035 
RDBECOLITUC00304	lysQ	RDBECOLIOPC02275	lysQ	RDBECOLIGNC03261	lysQ				RDBECOLITMC00181,RDBECOLITMC00180				b0749	781577	781652	781809-781843;781653-781687	Ecocyc:TU0-13036 
RDBECOLITUC00305	None	RDBECOLIOPC01152	nadA-pnuC	RDBECOLIGNC01641,RDBECOLIGNC00622	pnuC;nadA	RDBECOLIPMC03311	nadAp	782061			RDBECOLITFC00130	NadR	b0751;b0750	782085	783885		Ecocyc:TU0-13037 
RDBECOLITUC00306	zitB	RDBECOLIOPC00293	zitB	RDBECOLIGNC03262	zitB								b0752	784823	783882		Ecocyc:TU0-13038 
RDBECOLITUC00307	ybgS	RDBECOLIOPC01875	ybgS	RDBECOLIGNC03263	ybgS								b0753	785317	784937		Ecocyc:TU0-13039 
RDBECOLITUC00308	modEF	RDBECOLIOPC00897	modEF	RDBECOLIGNC03264,RDBECOLIGNC01618	modE;modF								b0761;b0760	794644	792316		Ecocyc:TU0-13040 
RDBECOLITUC00309	acrZ	RDBECOLIOPC00030	acrZ	RDBECOLIGNC03265	acrZ	RDBECOLIPMC02453	acrZp	794751		sigma70	RDBECOLITFC00074,RDBECOLITFC00201,RDBECOLITFC00051	MarA,SoxS,Rob	b0762	794773	794922		Ecocyc:TU0-13041 
RDBECOLITUC00310	ybhH	RDBECOLIOPC01522	ybhH	RDBECOLIGNC03268	ybhH						RDBECOLITFC00135	Nac	b0769	800759	801811		Ecocyc:TU0-13042 
RDBECOLITUC00311	ybhI	RDBECOLIOPC00605	ybhI	RDBECOLIGNC03269	ybhI						RDBECOLITFC00135	Nac	b0770	801887	803320		Ecocyc:TU0-13043 
RDBECOLITUC00312	ybhJ	RDBECOLIOPC02199	ybhJ	RDBECOLIGNC03270	ybhJ								b0771	803503	805764		Ecocyc:TU0-13044 
RDBECOLITUC00313	ybhC	RDBECOLIOPC01199	ybhC	RDBECOLIGNC02409	ybhC	RDBECOLIPMC03260	ybhCp	807321					b0772	807281	805998		Ecocyc:TU0-13045 
RDBECOLITUC00314	ybhB	RDBECOLIOPC00331	ybhB	RDBECOLIGNC01215	ybhB								b0773	807909	807433		Ecocyc:TU0-13046 
RDBECOLITUC00315	ybhL	RDBECOLIOPC01819	ybhL	RDBECOLIGNC03272	ybhL	RDBECOLIPMC02512	ybhLp	819858		sigma70	RDBECOLITFC00101	YjjQ	b0786	819884	820588		Ecocyc:TU0-13047 
RDBECOLITUC00316	ybhM	RDBECOLIOPC00840	ybhM	RDBECOLIGNC03273	ybhM						RDBECOLITFC00135	Nac	b0787	820793	821506		Ecocyc:TU0-13048 
RDBECOLITUC00317	ybhP-clsB-ybhN	RDBECOLIOPC00062	ybhP-clsB-ybhN	RDBECOLIGNC03276,RDBECOLIGNC03275,RDBECOLIGNC03274	ybhP;clsB;ybhN								b0790;b0789;b0788	824497	821542		Ecocyc:TU0-13049 
RDBECOLITUC00318	cecR-ybhGFSR	RDBECOLIOPC01458	cecR-ybhGFSR	RDBECOLIGNC02263,RDBECOLIGNC03281,RDBECOLIGNC03280,RDBECOLIGNC03279,RDBECOLIGNC03278	cecR;ybhG;ybhF;ybhS;ybhR	RDBECOLIPMC02528	cecRp	830669		sigma70	RDBECOLITFC00079	CecR	b0796;b0795;b0794;b0793;b0792	830643	825002		Ecocyc:TU0-13050 
RDBECOLITUC00319	hcxB	RDBECOLIOPC00549	hcxB	RDBECOLIGNC01532	hcxB								b0801	836351	837436		Ecocyc:TU0-13051 
RDBECOLITUC00320	ybiJ	RDBECOLIOPC02259	ybiJ	RDBECOLIGNC02275	ybiJ						RDBECOLITFC00185	YhaJ	b0802	837925	837665		Ecocyc:TU0-13052 
RDBECOLITUC00321	ybiI	RDBECOLIOPC01139	ybiI	RDBECOLIGNC02274	ybiI	RDBECOLIPMC00911	ybiIp6	838484		sigma38			b0803	838456	838190		Ecocyc:TU0-13053 
RDBECOLITUC00322	ybiX	RDBECOLIOPC00283	ybiX	RDBECOLIGNC03282	ybiX								b0804	839207	838530		Ecocyc:TU0-13054 
RDBECOLITUC00323	mcbA	RDBECOLIOPC01864	mcbA	RDBECOLIGNC03284	mcbA	RDBECOLIPMC00913	mcbAp5	842153		sigma70	RDBECOLITFC00089	McbR	b0806	842056	841796		Ecocyc:TU0-13056 
RDBECOLITUC00324	ybiO	RDBECOLIOPC00885	ybiO	RDBECOLIGNC03286	ybiO								b0808	845480	843255		Ecocyc:TU0-13057 
RDBECOLITUC00325	rhtA	RDBECOLIOPC00018	rhtA	RDBECOLIGNC02031	rhtA						RDBECOLITFC00135	Nac	b0813	850097	849210		Ecocyc:TU0-13058 
RDBECOLITUC00326	mntR-ybiR	RDBECOLIOPC01505	mntR-ybiR	RDBECOLIGNC03290,RDBECOLIGNC03289	ybiR;mntR	RDBECOLIPMC00540	mntRp	853098					b0818;b0817	853183	854765		Ecocyc:TU0-13059 
RDBECOLITUC00327	ybiU	RDBECOLIOPC00588	ybiU	RDBECOLIGNC03293	ybiU								b0821	859061	857796		Ecocyc:TU0-13060 
RDBECOLITUC00328	ybiV	RDBECOLIOPC02181	ybiV	RDBECOLIGNC03294	ybiV								b0822	860028	859213		Ecocyc:TU0-13061 
RDBECOLITUC00329	ybiYW	RDBECOLIOPC01184	ybiYW	RDBECOLIGNC03296,RDBECOLIGNC03295	ybiY;ybiW								b0824;b0823	863511	860174		Ecocyc:TU0-13062 
RDBECOLITUC00330	iaaA-gsiABCD	RDBECOLIOPC00320	iaaA-gsiABCD	RDBECOLIGNC03301,RDBECOLIGNC03300,RDBECOLIGNC03299,RDBECOLIGNC03298,RDBECOLIGNC02264	gsiD;gsiC;gsiB;gsiA;iaaA	RDBECOLIPMC03313	iaaAp	866537					b0832;b0831;b0830;b0829;b0828	866568	872801		Ecocyc:TU0-13063 
RDBECOLITUC00331	pdeI-dgcI	RDBECOLIOPC01802	pdeI-dgcI	RDBECOLIGNC03303,RDBECOLIGNC03302	dgcI;pdeI								b0834;b0833	872979	876663		Ecocyc:TU0-13064 
RDBECOLITUC00332	bssR	RDBECOLIOPC00828	bssR	RDBECOLIGNC03305	bssR								b0836	878248	878631		Ecocyc:TU0-13065 
RDBECOLITUC00333	yliI	RDBECOLIOPC00051	yliI	RDBECOLIGNC03306	yliI								b0837	878742	879857		Ecocyc:TU0-13066 
RDBECOLITUC00334	deoR	RDBECOLIOPC01445	deoR	RDBECOLIGNC00217	deoR	RDBECOLIPMC03175	deoRp						b0840	882734	881976		Ecocyc:TU0-13067 
RDBECOLITUC00336	ybjJI	RDBECOLIOPC02239	ybjJI	RDBECOLIGNC03312,RDBECOLIGNC03311	ybjJ;ybjI						RDBECOLITFC00048,RDBECOLITFC00048	RcdA,RcdA	b0845;b0844	887339	885316		Ecocyc:TU0-13069 
