# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC00220	nac	2061016	2061933	reverse	1	nac	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00221	yeiH	2249717	2250766	forward	1	yeiH	[COMP-AINF:W]	W 
RDBECOLIOPC00222	ves	1824362	1824937	reverse	1	ves		 
RDBECOLIOPC00223	yqhC	3154262	3155218	reverse	1	yqhC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00224	yfdONMLK	2471077	2473246	reverse	5	yfdO;yfdN;yfdM;yfdL;yfdK	[COMP-AINF:W]	W 
RDBECOLIOPC00225	yhhZ-yrhA-insA6AB6B6	3581863	3584309	forward	5	yhhZ;yrhA;insA6;insAB6;insB6	[COMP-AINF:W]	W 
RDBECOLIOPC00226	yegD	2147674	2149026	forward	1	yegD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00227	flhBAE	1962580	1966191	reverse	3	flhB;flhA;flhE	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00228	yicC	3816676	3817539	forward	1	yicC	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC00230	sugE	4376875	4377192	forward	1	gdx		 
RDBECOLIOPC00231	yebA	1940313	1941635	reverse	1	mepM	[COMP-HINF:W]	W 
RDBECOLIOPC00233	ycdZ	1100296	1100787	forward	1	ycdZ	[COMP-AINF:W]	W 
RDBECOLIOPC00234	fldB	3039855	3040376	forward	1	fldB		 
RDBECOLIOPC00235	insZ	1294426	1295322	reverse	1	insZ	[COMP-AINF:W]	W 
RDBECOLIOPC00236	yehLMPQ	2204596	2210944	forward	4	yehL;yehM;yehP;yehQ	[COMP-AINF:W]	W 
RDBECOLIOPC00237	yfcE	2419234	2419788	reverse	1	yfcE	[COMP-AINF:W]	W 
RDBECOLIOPC00238	yniB	1808697	1809233	reverse	1	yniB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00239	yzfA	4447976	4448245	reverse	1	yzfA		 
RDBECOLIOPC00240	tsgA	3492568	3493749	forward	1	tsgA	[COMP-AINF:W]	W 
RDBECOLIOPC00241	yfbV	2412677	2413132	reverse	1	yfbV	[COMP-AINF:W]	W 
RDBECOLIOPC00242	yfeKS	2537342	2538483	forward	2	yfeK;yfeS	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00243	ydcK	1499469	1500449	reverse	1	ydcK	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00244	fdnGHI	1547401	1551991	forward	3	fdnG;fdnH;fdnI		 
RDBECOLIOPC00245	ldcC	209679	211820	forward	1	ldcC	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00246	yceH	1126157	1126804	forward	1	yceH	[COMP-HINF:W]	W 
RDBECOLIOPC00247	treBC	4463054	4466180	reverse	2	treB;treC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP:W][EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC00248	lldPRD	3777399	3781017	forward	3	lldP;lldR;lldD	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00249	shoB	2700117	2700197	reverse	1	shoB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00250	yccA	1030759	1031418	reverse	1	yccA	[COMP-AINF:W]	W 
RDBECOLIOPC00251	ymgF	1218983	1219201	forward	1	ymgF	[COMP-AINF:W]	W 
RDBECOLIOPC00252	ppc	4150447	4153098	reverse	1	ppc	[COMP-AINF:W]	W 
RDBECOLIOPC00253	trhP	2165668	2167029	forward	1	trhP	[COMP-AINF:W]	W 
RDBECOLIOPC00254	yfaY	2362431	2363633	reverse	1	yfaY	[COMP-AINF:W]	W 
RDBECOLIOPC00255	yjhR	4535015	4536031	forward	1	yjhR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00256	comR	1168200	1168832	reverse	1	comR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00257	yhdP	3392458	3396258	reverse	1	yhdP	[COMP-AINF:W]	W 
RDBECOLIOPC00258	yhjE	3674786	3676108	forward	1	yhjE	[COMP-AINF:W]	W 
RDBECOLIOPC00259	gyrA	2336793	2339420	reverse	1	gyrA		 
RDBECOLIOPC00260	codBA	354922	357454	forward	2	codB;codA	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC00261	ycaI-msbA-lpxK-ycaQ	964320	970621	forward	4	ycaI;msbA;lpxK;ycaQ	[COMP-AINF:W]	W 
RDBECOLIOPC00262	ymfED	1196867	1198237	reverse	2	ymfE;ymfD	[COMP-AINF:W]	W 
RDBECOLIOPC00263	ralA	1413556	1413734	forward	1	ralA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00264	prpBCDE	348682	354592	forward	4	prpB;prpC;prpD;prpE	[COMP-AINF:W]	W 
RDBECOLIOPC00266	yihA	4050133	4050765	reverse	1	yihA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00267	pdeN	2270726	2272282	forward	1	pdeN	[COMP-AINF:W]	W 
RDBECOLIOPC00268	ytjC	4633797	4634444	forward	1	ytjC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00269	speC	3107020	3109155	reverse	1	speC		 
RDBECOLIOPC00270	rhsB	3619192	3623427	forward	1	rhsB	[COMP-AINF:W]	W 
RDBECOLIOPC00271	yhfK	3486791	3488893	forward	1	yhfK	[COMP-HINF:W]	W 
RDBECOLIOPC00272	lrp	932595	933089	forward	1	lrp		 
RDBECOLIOPC00273	ybjL	888134	889819	reverse	1	ybjL	[COMP-AINF:W]	W 
RDBECOLIOPC00274	yceB	1122713	1123273	reverse	1	yceB	[COMP-AINF:W]	W 
RDBECOLIOPC00276	ryhB	3580922	3581016	reverse	1	ryhB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00278	yiaF	3718334	3719044	reverse	1	yiaF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00279	yhaBC	3267854	3269602	forward	2	yhaB;yhaC	[COMP-AINF:W]	W 
RDBECOLIOPC00280	yohF	2226509	2227270	reverse	1	yohF	[COMP-AINF:W]	W 
RDBECOLIOPC00281	yodD	2024986	2025213	forward	1	yodD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00282	argU	564723	564799	forward	1	argU	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00283	ybiX	838530	839207	reverse	1	ybiX	[COMP-AINF:W]	W 
RDBECOLIOPC00284	clpS	922913	923233	forward	1	clpS	[COMP-HINF:W]	W 
RDBECOLIOPC00285	yccE	1064036	1065292	forward	1	yccE	[COMP-AINF:W]	W 
RDBECOLIOPC00286	ftnA	1988716	1989213	forward	1	ftnA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00287	copA	508875	511379	reverse	1	copA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00288	ygjH	3220915	3221247	reverse	1	ygjH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00289	higBA	3233728	3234455	reverse	2	higB;higA	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-IBA:W][COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00290	malT	3553085	3555790	forward	1	malT	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00291	ykgL	312112	312339	forward	1	ykgL	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00292	yhdN-zntR	3438705	3439509	reverse	2	yhdN;zntR	[EXP-IEP-COREGULATION:W][COMP-AINF:W]	W 
RDBECOLIOPC00293	zitB	783882	784823	reverse	1	zitB	[COMP-AINF:W]	W 
RDBECOLIOPC00294	dsdC	2476694	2477629	reverse	1	dsdC		 
RDBECOLIOPC00295	ycgR	1243793	1244527	reverse	1	ycgR		 
RDBECOLIOPC00296	zapC	1005952	1006494	forward	1	zapC	[COMP-AINF:W]	W 
RDBECOLIOPC00297	yobA-yebZY	1923365	1924969	reverse	3	yobA;yebZ;yebY	[COMP-AINF:W]	W 
RDBECOLIOPC00298	yajQ	444683	445174	forward	1	yajQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00299	ygiN	3173142	3173456	forward	1	ygiN	[COMP-AINF:W]	W 
RDBECOLIOPC00300	cysE	3781741	3782562	reverse	1	cysE	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00301	ugd	2098447	2099613	reverse	1	ugd	[COMP-AINF:W]	W 
RDBECOLIOPC00302	setB	2263863	2265044	forward	1	setB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00303	yjfZ	4426628	4427422	reverse	1	yjfZ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00304	livKHMGF	3592724	3597560	reverse	5	livK;livH;livM;livG;livF	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC00305	nanR	3373698	3374489	reverse	1	nanR	[COMP-AINF:W]	W 
RDBECOLIOPC00306	shiA	2053643	2054959	forward	1	shiA	[COMP-AINF:W]	W 
RDBECOLIOPC00307	lolA-rarA	937372	939337	forward	2	lolA;rarA	[COMP-AINF:W]	W 
RDBECOLIOPC00308	yoaC	1894133	1894432	forward	1	yoaC	[COMP-AINF:W]	W 
RDBECOLIOPC00309	mhpABCDFE	368611	374881	forward	6	mhpA;mhpB;mhpC;mhpD;mhpF;mhpE	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00310	yacH	129407	131260	reverse	1	yacH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00311	yghW	3146450	3146737	reverse	1	yghW	[COMP-AINF:W]	W 
RDBECOLIOPC00312	purR	1737844	1738869	forward	1	purR		 
RDBECOLIOPC00313	ldtA	2062391	2063323	reverse	1	ldtA	[COMP-AINF:W]	W 
RDBECOLIOPC00314	yjjW	4614680	4615543	reverse	1	yjjW	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00315	yidP	3863899	3864615	forward	1	yidP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00316	yhbW	3303448	3304455	forward	1	yhbW	[COMP-AINF:W]	W 
RDBECOLIOPC00317	lipA	659251	660216	reverse	1	lipA	[COMP-AINF:W]	W 
RDBECOLIOPC00318	betT	329463	331496	forward	1	betT		 
RDBECOLIOPC00319	asnV	2062260	2062335	forward	1	asnV	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00320	iaaA-gsiABCD	866568	872801	forward	5	iaaA;gsiA;gsiB;gsiC;gsiD	[COMP-AINF:W]	W 
RDBECOLIOPC00321	mipA	1865726	1866472	reverse	1	mipA	[COMP-AINF:W]	W 
RDBECOLIOPC00322	srmB	2712896	2714230	forward	1	srmB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00323	tktA	3079644	3081635	reverse	1	tktA	[COMP-AINF:W]	W 
RDBECOLIOPC00324	yedN	2011223	2012351	reverse	1	yedN	[COMP-AINF:W][IC:W]	W 
RDBECOLIOPC00325	rpnD	4568998	4569918	forward	1	rpnD	[COMP-AINF:W]	W 
RDBECOLIOPC00326	yhgN	3575071	3575664	forward	1	yhgN	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00328	ybdJ	605951	606199	reverse	1	ybdJ	[COMP-AINF:W]	W 
RDBECOLIOPC00329	araJ	411297	412481	reverse	1	araJ		 
RDBECOLIOPC00330	csrC	4051036	4051281	forward	1	csrC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00331	ybhB	807433	807909	reverse	1	ybhB	[COMP-AINF:W]	W 
RDBECOLIOPC00332	ydiZ	1807400	1807690	forward	1	ydiZ	[COMP-AINF:W]	W 
RDBECOLIOPC00333	fxsA	4368664	4369140	forward	1	fxsA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00334	ybiT	855963	857555	forward	1	ybiT	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00335	ygfTS	3028524	3030931	reverse	2	ygfT;ygfS	[COMP-AINF:W]	W 
RDBECOLIOPC00336	mcrBC	4576912	4579337	reverse	2	mcrB;mcrC	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC00337	insMI3	4507466	4508942	reverse	2	insM;insI3	[COMP-AINF:W]	W 
RDBECOLIOPC00338	dtpD	741075	742556	reverse	1	dtpD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00339	sibD	3194721	3194865	reverse	1	sibD	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00340	sfmHF	562336	563845	forward	2	sfmH;sfmF	[COMP-AINF:W]	W 
RDBECOLIOPC00341	lfhA	248358	250070	reverse	1	lfhA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00342	ybfD	738092	738853	forward	1	ybfD	[COMP-AINF:W]	W 
RDBECOLIOPC00343	fumD	1754932	1755141	reverse	1	fumD	[COMP-AINF:W]	W 
RDBECOLIOPC00344	pdxK	2536386	2537237	reverse	1	pdxK	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00345	rmf	1015715	1015882	forward	1	rmf	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC00346	insC4D4CD4-ygeON	2995314	2997600	reverse	5	insCD4;insC4;insD4;ygeO;ygeN	[COMP-AINF:W]	W 
RDBECOLIOPC00347	malZ	422518	424332	forward	1	malZ	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00348	yebO	1908261	1908548	reverse	1	yebO	[COMP-AINF:W]	W 
RDBECOLIOPC00349	cybC	4459488	4459855	forward	1	cybC	[COMP-AINF:W]	W 
RDBECOLIOPC00350	yagU	302991	303605	forward	1	yagU	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00351	ftsP	3161257	3162669	reverse	1	ftsP	[COMP-AINF:W]	W 
RDBECOLIOPC00352	dnaX	492092	494023	forward	1	dnaX	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00353	cyaY	3993739	3994059	reverse	1	cyaY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00354	ybeU-djlC	679508	681663	forward	2	ybeU;djlC	[COMP-AINF:W]	W 
RDBECOLIOPC00355	hdhA	1697273	1698040	reverse	1	hdhA	[COMP-AINF:W]	W 
RDBECOLIOPC00356	fbaB	2177512	2178564	reverse	1	fbaB	[COMP-AINF:W]	W 
RDBECOLIOPC00357	ygdR	2971271	2971489	forward	1	ygdR	[COMP-AINF:W]	W 
RDBECOLIOPC00358	uidR	1696462	1697052	reverse	1	uidR	[EXP-IEP:W][EXP-IMP:W]	W 
RDBECOLIOPC00359	dmlR	1880886	1881809	reverse	1	dmlR	[COMP-AINF:W]	W 
RDBECOLIOPC00360	yjeT	4404386	4404583	forward	1	yjeT	[COMP-AINF:W]	W 
RDBECOLIOPC00361	torT	1056261	1057289	forward	1	torT		 
RDBECOLIOPC00362	yghED	3110590	3111988	reverse	2	yghE;yghD	[COMP-AINF:W]	W 
RDBECOLIOPC00363	fadM	464402	464800	forward	1	fadM	[COMP-AINF:W]	W 
RDBECOLIOPC00364	opgB	4597150	4599441	reverse	1	opgB	[COMP-AINF:W]	W 
RDBECOLIOPC00365	rnk	643557	643967	reverse	1	rnk	[COMP-AINF:W]	W 
RDBECOLIOPC00367	treF	3669592	3671241	forward	1	treF	[EXP-IEP:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00368	rseP	196546	197898	forward	1	rseP		 
RDBECOLIOPC00369	ygcW	2899488	2900273	reverse	1	ygcW	[COMP-AINF:W]	W 
RDBECOLIOPC00370	ynjI	1843831	1844871	reverse	1	ynjI	[COMP-AINF:W]	W 
RDBECOLIOPC00371	yjdM	4326399	4326734	reverse	1	yjdM	[COMP-AINF:W]	W 
RDBECOLIOPC00372	slyX	3477640	3477858	forward	1	slyX	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00373	ygfB-pepP-ubiHI	3051115	3055444	reverse	4	ygfB;pepP;ubiH;ubiI	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC00374	iprA	394506	395129	forward	1	iprA	[COMP-AINF:W]	W 
RDBECOLIOPC00375	kdpFABC	724407	728821	reverse	4	kdpF;kdpA;kdpB;kdpC	[EXP-IMP-POLAR-MUTATION:S][EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC00376	topAI-yjhQ	4533239	4534053	reverse	2	topAI;yjhQ	[COMP-AINF:W]	W 
RDBECOLIOPC00378	rzoD	578327	578509	forward	1	rzoD	[COMP-AINF:W]	W 
RDBECOLIOPC00379	ydfJ	1631002	1632285	reverse	1	ydfJ	[COMP-AINF:W]	W 
RDBECOLIOPC00380	yqaBA	2816512	2817503	reverse	2	yqaB;yqaA	[COMP-AINF:W]	W 
RDBECOLIOPC00381	insH-11	3652182	3653162	reverse	1	insH11	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00382	yjbJ	4259237	4259446	forward	1	yjbJ	[COMP-AINF:W]	W 
RDBECOLIOPC00383	rdgC	409108	410019	reverse	1	rdgC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00384	hyuA	3010028	3011413	forward	1	hyuA	[COMP-AINF:W]	W 
RDBECOLIOPC00385	yahC	334525	335022	reverse	1	yahC	[COMP-AINF:W]	W 
RDBECOLIOPC00386	lptFG	4486218	4488400	forward	2	lptF;lptG	[COMP-AINF:W]	W 
RDBECOLIOPC00387	yneO	1592665	1598086	reverse	1	yneO	[COMP-AINF:W]	W 
RDBECOLIOPC00388	rhsD-ybbC-ylbH-ybbD	523261	529130	forward	4	rhsD;ybbC;ylbH;ybbD	[COMP-AINF:W]	W 
RDBECOLIOPC00389	yfjV	2772167	2773182	reverse	1	yfjV	[COMP-AINF:W]	W 
RDBECOLIOPC00390	nlpA	3839175	3839993	reverse	1	nlpA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00391	yijO	4147466	4148317	reverse	1	yijO	[COMP-AINF:W]	W 
RDBECOLIOPC00393	potABCD	1181783	1185594	reverse	4	potA;potB;potC;potD		 
RDBECOLIOPC00394	ydhF	1724736	1725632	reverse	1	ydhF	[COMP-AINF:W]	W 
RDBECOLIOPC00395	yagP	297381	297791	reverse	1	yagP	[COMP-AINF:W]	W 
RDBECOLIOPC00396	dosCP	1563334	1567140	reverse	2	dosC;dosP	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00397	dctA	3682161	3683447	reverse	1	dctA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00398	yqeH	2987536	2988168	forward	1	yqeH	[COMP-AINF:W]	W 
RDBECOLIOPC00399	araC	70387	71265	forward	1	araC		 
RDBECOLIOPC00400	ydcC	1531816	1532952	forward	1	ydcC	[COMP-AINF:W]	W 
RDBECOLIOPC00401	ytfF	4432091	4433056	reverse	1	ytfF	[COMP-AINF:W]	W 
RDBECOLIOPC00402	pdeB	477067	478617	reverse	1	pdeB	[COMP-AINF:W]	W 
RDBECOLIOPC00403	fsaA	863642	864304	forward	1	fsaA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00404	yiiF	4079751	4079969	forward	1	yiiF	[COMP-AINF:W]	W 
RDBECOLIOPC00406	ynfL	1668699	1669592	reverse	1	ynfL	[COMP-AINF:W]	W 
RDBECOLIOPC00407	csdAE	2943337	2944985	forward	2	csdA;csdE	[COMP-AINF:W]	W 
RDBECOLIOPC00408	ydcL	1502457	1503125	forward	1	ydcL	[COMP-AINF:W]	W 
RDBECOLIOPC00410	yjeJ	4373365	4374234	reverse	1	yjeJ	[COMP-AINF:W]	W 
RDBECOLIOPC00411	hcaT	2666707	2667846	reverse	1	hcaT	[COMP-AINF:W]	W 
RDBECOLIOPC00412	thiCEFSGH	4190735	4196099	reverse	6	thiC;thiE;thiF;thiS;thiG;thiH		 
RDBECOLIOPC00413	cspF	1641855	1642067	forward	1	cspF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00414	yajI	432312	432851	reverse	1	yajI	[COMP-AINF:W]	W 
RDBECOLIOPC00415	yafDE	231122	232549	forward	2	yafD;yafE	[EXP-IEP-COREGULATION:W][COMP-AINF:W]	W 
RDBECOLIOPC00416	hslVU	4120416	4122287	reverse	2	hslV;hslU	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00417	rem	1644651	1644902	reverse	1	rem	[COMP-AINF:W]	W 
RDBECOLIOPC00418	rihB	2254245	2255186	reverse	1	rihB	[COMP-AINF:W]	W 
RDBECOLIOPC00419	ygbE	2873014	2873337	reverse	1	ygbE	[COMP-AINF:W]	W 
RDBECOLIOPC00420	ydbA	1465392	1474013	forward	1	ydbA	[COMP-AINF:W]	W 
RDBECOLIOPC00421	kdgR	1909308	1910099	reverse	1	kdgR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00422	yjcE	4279980	4281629	forward	1	yjcE	[COMP-AINF:W]	W 
RDBECOLIOPC00423	aaeR	3389520	3390449	forward	1	aaeR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00424	yaiL	376772	377311	forward	1	yaiL	[COMP-AINF:W]	W 
RDBECOLIOPC00425	wecA-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM	3967916	3980696	forward	12	wecA;wzzE;wecB;wecC;rffG;rffH;rffC;wecE;wzxE;wecF;wzyE;rffM	[COMP-AINF:W]	W 
RDBECOLIOPC00426	clcA	175107	176528	forward	1	clcA	[COMP-AINF:W]	W 
RDBECOLIOPC00427	fes-ybdZ-entF-fepE	612737	619387	forward	4	fes;ybdZ;entF;fepE		 
RDBECOLIOPC00428	yneJ	1614804	1615685	forward	1	ptrR	[COMP-AINF:W]	W 
RDBECOLIOPC00429	cadBA	4356470	4360031	reverse	2	cadB;cadA	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC00430	ydhB	1738866	1739798	reverse	1	punR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00431	ygaQ	2786397	2788649	forward	1	ygaQ	[COMP-AINF:W]	W 
RDBECOLIOPC00432	mdtK	1743457	1744830	forward	1	mdtK	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00433	racC	1417488	1417763	reverse	1	racC	[COMP-AINF:W]	W 
RDBECOLIOPC00434	arpA	4220301	4222487	reverse	1	arpA	[COMP-AINF:W]	W 
RDBECOLIOPC00435	ykgA	316450	317136	reverse	1	ykgA	[COMP-AINF:W]	W 
RDBECOLIOPC00436	yfiF	2717491	2718528	reverse	1	yfiF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00437	mnmE	3886828	3888192	forward	1	mnmE	[COMP-AINF:W]	W 
RDBECOLIOPC00438	digH	1567504	1568823	reverse	1	digH	[COMP-AINF:W]	W 
RDBECOLIOPC00439	cydDC	927474	930962	reverse	2	cydD;cydC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC00440	hokE	607836	607988	forward	1	hokE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00441	alpA	2758644	2758856	forward	1	alpA	[COMP-AINF:W]	W 
RDBECOLIOPC00442	hmp	2685835	2687025	forward	1	hmp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00443	galR	2976599	2977630	forward	1	galR		 
RDBECOLIOPC00444	yiiQ	4111615	4112214	reverse	1	yiiQ	[COMP-AINF:W]	W 
RDBECOLIOPC00445	bglX	2219692	2221989	reverse	1	bglX	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00446	yagEF	282278	285168	forward	2	yagE;yagF	[COMP-AINF:W]	W 
RDBECOLIOPC00447	yeiG	2243910	2244746	forward	1	yeiG	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00448	yicH	3830457	3832166	forward	1	yicH	[COMP-AINF:W]	W 
RDBECOLIOPC00449	ydcY	1517648	1517881	forward	1	ydcY	[COMP-AINF:W]	W 
RDBECOLIOPC00450	yaaA	5683	6459	reverse	1	yaaA	[COMP-AINF:W]	W 
RDBECOLIOPC00451	ybjP	903952	904467	reverse	1	ybjP		 
RDBECOLIOPC00452	ansA-pncA	1850860	1852528	forward	2	ansA;pncA	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC00453	yfhL	2699663	2699923	forward	1	yfhL	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC00454	dsrB	2024635	2024823	reverse	1	dsrB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00455	ompL	4063603	4064295	reverse	1	ompL	[COMP-AINF:W]	W 
RDBECOLIOPC00456	dinJ-yafQ	245961	246502	reverse	2	dinJ;yafQ	[COMP-AINF:W]	W 
